city,city_ascii,lat,lng,country
Mālancha,Malancha,24.6660,87.9220,India
Shingūchō-shingū,Shingucho-shingu,34.9186,134.5493,Japan
Carovigno,Carovigno,40.7000,17.6667,Italy
Stockerau,Stockerau,48.3833,16.2167,Austria
Governador Celso Ramos,Governador Celso Ramos,-27.3150,-48.5589,Brazil
Glace Bay,Glace Bay,46.2000,-59.9667,Canada
Cubellas,Cubellas,41.2100,1.6736,Spain
McKinleyville,McKinleyville,40.9488,-124.0857,United States
Tobré,Tobre,10.2000,2.1333,Benin
Galich,Galich,58.3833,42.3500,Russia
Alcantara,Alcantara,9.9715,123.4047,Philippines
Río Bueno,Rio Bueno,-40.3167,-72.9667,Chile
Ginatilan,Ginatilan,9.6000,123.3500,Philippines
Kronach,Kronach,50.2411,11.3281,Germany
Zinapécuaro,Zinapecuaro,19.8603,-100.8275,Mexico
Carlópolis,Carlopolis,-23.4167,-49.6833,Brazil
Māri‘,Mari`,36.4828,37.1964,Syria
Fındıklı,Findikli,41.1333,41.0167,Turkey
Massé,Masse,7.1578,2.5436,Benin
Iziaslav,Iziaslav,50.1167,26.8000,Ukraine
Nāranattenvanpatti,Naranattenvanpatti,9.7233,77.3099,India
Nidgundi,Nidgundi,16.3583,75.9310,India
Sidi Daoud,Sidi Daoud,36.8500,3.8500,Algeria
High Blantyre,High Blantyre,55.7936,-4.0919,United Kingdom
Pallikapuzha,Pallikapuzha,8.8412,76.8007,India
Douar Lamjaara,Douar Lamjaara,34.6147,-5.2887,Morocco
Rāmāyampet,Ramayampet,18.1166,78.4298,India
Dehāqān,Dehaqan,31.9386,51.6475,Iran
Laconia,Laconia,43.5725,-71.4775,United States
Tubaran,Tubaran,7.7200,124.1700,Philippines
Dazhangzicun,Dazhangzicun,40.6239,118.1081,China
Dazhangzi,Dazhangzi,40.7463,118.1318,China
Dhulkot,Dhulkot,21.6095,75.5522,India
Belle Glade,Belle Glade,26.6916,-80.6656,United States
Aklanpa,Aklanpa,8.1684,2.2320,Benin
Navalmoral de la Mata,Navalmoral de la Mata,39.8983,-5.5403,Spain
Fetromby,Fetromby,-18.5833,48.9167,Madagascar
Bruckmühl,Bruckmuhl,47.8833,11.9167,Germany
Khed,Khed,17.7178,73.3939,India
Santa Teresa,Santa Teresa,11.7333,-86.2167,Nicaragua
Colonial Park,Colonial Park,40.2987,-76.8069,United States
Ngara,Ngara,-2.5122,30.6558,Tanzania
Morteros,Morteros,-30.7000,-62.0000,Argentina
São João dos Poleiros,Sao Joao dos Poleiros,-5.1139,-43.8100,Brazil
Farmingville,Farmingville,40.8390,-73.0404,United States
Vatutine,Vatutine,49.0119,31.0714,Ukraine
Soumagne,Soumagne,50.6167,5.7500,Belgium
Vīrapāndi,Virapandi,11.1723,76.9692,India
Ettaiyāpuram,Ettaiyapuram,9.1474,77.9928,India
Mājra,Majra,28.6670,76.4560,India
New Milford,New Milford,40.9337,-74.0196,United States
Miqiao,Miqiao,35.4991,108.2949,China
Heidenau,Heidenau,50.9833,13.8667,Germany
Azaourissè,Azaourisse,6.6944,2.5075,Benin
Chambellan,Chambellan,18.5667,-74.3167,Haiti
Laferrière,Laferriere,18.5667,-74.3167,Haiti
Zhukovka,Zhukovka,53.5333,33.7333,Russia
Ighram,Ighram,36.4667,4.5167,Algeria
Bermeo,Bermeo,43.4200,-2.7264,Spain
Benešov,Benesov,49.7828,14.6886,Czechia
La Quiaca,La Quiaca,-22.1042,-65.5972,Argentina
Sada,Sada,43.3500,-8.2500,Spain
Agaram,Agaram,10.4433,77.9485,India
Boa Vista do Tupim,Boa Vista do Tupim,-12.6600,-40.6089,Brazil
Annonay,Annonay,45.2408,4.6714,France
Pleszew,Pleszew,51.8833,17.7833,Poland
Bédigoazon,Bedigoazon,6.5667,-7.7833,Côte d’Ivoire
Lamas,Lamas,-6.4167,-76.5333,Peru
Ashmyany,Ashmyany,54.4250,25.9375,Belarus
Colesberg,Colesberg,-30.7167,25.1000,South Africa
Canutama,Canutama,-6.5339,-64.3828,Brazil
Thale,Thale,51.7500,11.0500,Germany
Hosakote,Hosakote,14.2817,77.1742,India
Marion,Marion,37.7345,-88.9420,United States
Le Pré-Saint-Gervais,Le Pre-Saint-Gervais,48.8833,2.4000,France
Bambara-Maoundé,Bambara-Maounde,15.8519,-2.7861,Mali
Nerang,Nerang,-27.9902,153.3358,Australia
Japaratuba,Japaratuba,-10.5928,-36.9400,Brazil
Nerviano,Nerviano,45.5500,8.9833,Italy
Pampa,Pampa,35.5479,-100.9651,United States
Mount Vernon,Mount Vernon,40.3854,-82.4737,United States
Jāsk,Jask,25.6531,57.7817,Iran
Alfajayucan,Alfajayucan,20.4000,-99.3500,Mexico
Ban Tha Mai I,Ban Tha Mai I,18.7461,98.9819,Thailand
Moraga,Moraga,37.8439,-122.1225,United States
Latifpur,Latifpur,24.1181,90.1478,Bangladesh
Sāyarpuram,Sayarpuram,8.6822,78.0265,India
Linnei,Linnei,23.7591,120.6184,Taiwan
Korem,Korem,12.5000,39.5167,Ethiopia
Maltby,Maltby,53.4260,-1.2100,United Kingdom
Rāmpur Jalālpur,Rampur Jalalpur,25.6712,85.8606,India
Rubano,Rubano,45.4333,11.7833,Italy
Lerum,Lerum,57.7667,12.3000,Sweden
Sliema,Sliema,35.9122,14.5042,Malta
Pulimel,Pulimel,9.3000,76.5833,India
Janakkala,Janakkala,60.9167,24.6500,Finland
Bitburg,Bitburg,49.9667,6.5333,Germany
Defiance,Defiance,41.2813,-84.3657,United States
São Pedro do Sul,Sao Pedro do Sul,40.7500,-8.0667,Portugal
Pran Buri,Pran Buri,12.3939,99.9159,Thailand
Finnentrop,Finnentrop,51.1667,7.9667,Germany
Madanpur,Madanpur,26.2103,87.5141,India
Braunstone,Braunstone,52.6160,-1.1750,United Kingdom
Fiorano Modenese,Fiorano Modenese,44.5333,10.8167,Italy
Bostonia,Bostonia,32.8189,-116.9480,United States
Haslingden,Haslingden,53.7050,-2.3280,United Kingdom
Auburn,Auburn,42.1972,-71.8453,United States
Boden,Boden,65.8256,21.6906,Sweden
Azeffoun,Azeffoun,36.9000,4.4167,Algeria
Meiti,Meiti,24.2477,94.3031,India
Damascus,Damascus,39.2701,-77.1957,United States
North Hykeham,North Hykeham,53.1833,-0.5875,United Kingdom
Shāhkot,Shahkot,31.0800,75.3400,India
Bhawānīpur,Bhawanipur,25.3944,87.1264,India
Hot Springs Village,Hot Springs Village,34.6566,-92.9643,United States
Aïn Feka,Ain Feka,35.4333,3.5833,Algeria
Xixinzhuangzhen,Xixinzhuangzhen,37.0165,111.4908,China
Belaya Glina,Belaya Glina,46.0833,40.8583,Russia
Vallegrande,Vallegrande,-18.4833,-64.1000,Bolivia
Wittenberge,Wittenberge,53.0000,11.7500,Germany
Lillerød,Lillerod,55.8681,12.3417,Denmark
Acharipallam,Acharipallam,8.1700,77.3698,India
Devizes,Devizes,51.3528,-1.9958,United Kingdom
Tsuiki,Tsuiki,33.6561,131.0561,Japan
Hrubieszów,Hrubieszow,50.8167,23.8833,Poland
Trzcianka,Trzcianka,53.0500,16.4667,Poland
Montceau-les-Mines,Montceau-les-Mines,46.6678,4.3697,France
Saltash,Saltash,50.4080,-4.2120,United Kingdom
Vechūr,Vechur,9.6667,76.4167,India
Mattoon,Mattoon,39.4774,-88.3623,United States
Upper Chichester,Upper Chichester,39.8414,-75.4421,United States
Washougal,Washougal,45.5825,-122.3451,United States
Haslemere,Haslemere,51.0900,-0.7120,United Kingdom
Achaljāmu,Achaljamu,24.0243,85.8306,India
Ratba,Ratba,34.7833,-4.9333,Morocco
Orăştie,Orastie,45.8500,23.2000,Romania
Brixham,Brixham,50.3940,-3.5160,United Kingdom
Yabuki,Yabuki,37.2013,140.3386,Japan
Salinas de Hidalgo,Salinas de Hidalgo,22.6280,-101.7156,Mexico
Gemert,Gemert,51.5558,5.6867,Netherlands
Bhainsoda,Bhainsoda,24.4427,75.8403,India
Makīnsk,Makinsk,52.6292,70.4169,Kazakhstan
Asten,Asten,51.4000,5.7500,Netherlands
Dongjiangshui,Dongjiangshui,33.3787,104.9516,China
Saint Ives,Saint Ives,52.3344,-0.0761,United Kingdom
Kadikkād,Kadikkad,10.6667,75.9667,India
Iglino,Iglino,54.8383,56.4231,Russia
Long Beach,Long Beach,30.3608,-89.1651,United States
Sidi Lamine,Sidi Lamine,32.9000,-6.0500,Morocco
Bad Lippspringe,Bad Lippspringe,51.7833,8.8167,Germany
Vazhani,Vazhani,10.5917,76.5333,India
Baronissi,Baronissi,40.7462,14.7705,Italy
Minamichita,Minamichita,34.7151,136.9298,Japan
Daireaux,Daireaux,-36.6000,-61.7500,Argentina
Altıntaş,Altintas,39.0615,30.1099,Turkey
Kodikulam,Kodikulam,9.9932,79.2007,India
Wyckoff,Wyckoff,40.9989,-74.1676,United States
Cerea,Cerea,45.2000,11.2167,Italy
Keetmanshoop,Keetmanshoop,-26.5786,18.1333,Namibia
Rijen,Rijen,51.5833,4.9500,Netherlands
Busolwe,Busolwe,0.8492,33.9269,Uganda
Druzhba,Druzhba,41.2222,61.3067,Uzbekistan
Maroochydore,Maroochydore,-26.6553,153.0932,Australia
Astara,Astara,38.4561,48.8786,Azerbaijan
Montornés del Vallés,Montornes del Valles,41.5333,2.2667,Spain
Beinan,Beinan,22.7833,121.1167,Taiwan
Ambarès-et-Lagrave,Ambares-et-Lagrave,44.9258,-0.4853,France
Sinūnī,Sinuni,36.4575,41.7061,Iraq
Kaliro,Kaliro,0.8944,33.4994,Uganda
Puliyankunnu,Puliyankunnu,9.4120,76.4100,India
Marib,Marib,15.4606,45.3261,Yemen
San Julián,San Julian,21.0167,-102.1667,Mexico
Famy,Famy,14.4300,121.4500,Philippines
Sierre,Sierre,46.3000,7.5333,Switzerland
Roxana,Roxana,10.3586,-83.6738,Costa Rica
Kāmavarapukota,Kamavarapukota,17.0031,81.1219,India
Weehawken,Weehawken,40.7677,-74.0168,United States
San Roque,San Roque,6.4853,-75.0197,Colombia
Cestas,Cestas,44.7453,-0.6811,France
Tromsdalen,Tromsdalen,69.6442,18.9992,Norway
San Francisco,San Francisco,16.7833,-89.9361,Guatemala
São Paulo do Potengi,Sao Paulo do Potengi,-5.9167,-35.7500,Brazil
Fazakerley,Fazakerley,53.4676,-2.9408,United Kingdom
El Rosario,El Rosario,13.5000,-89.0333,El Salvador
Sudak,Sudak,44.8514,34.9725,Ukraine
Batuco,Batuco,-33.2308,-70.8089,Chile
Kauhava,Kauhava,63.1000,23.0667,Finland
Truckee,Truckee,39.3455,-120.1848,United States
Orta Nova,Orta Nova,41.3308,15.7114,Italy
Pionki,Pionki,51.4833,21.4500,Poland
Villeneuve-Loubet,Villeneuve-Loubet,43.6589,7.1222,France
Tsundupalle,Tsundupalle,13.9809,78.9152,India
Solothurn,Solothurn,47.2167,7.5333,Switzerland
Palmetto Estates,Palmetto Estates,25.6211,-80.3616,United States
Říčany,Ricany,49.9919,14.6556,Czechia
Windlesham,Windlesham,51.3600,-0.6600,United Kingdom
Vila Bela da Santíssima Trindade,Vila Bela da Santissima Trindade,-15.0078,-59.9508,Brazil
Latsia,Latsia,35.1000,33.3667,Cyprus
Buntok,Buntok,-1.7190,114.8448,Indonesia
Sunland Park,Sunland Park,31.8201,-106.5958,United States
Ouaouzgane,Ouaouzgane,35.0167,-4.5167,Morocco
Posoltega,Posoltega,12.5500,-86.9833,Nicaragua
Connahs Quay,Connahs Quay,53.2180,-3.0570,United Kingdom
’Aïn Abessa,'Ain Abessa,36.3000,5.2950,Algeria
Masamagrell,Masamagrell,39.5703,-0.3300,Spain
Maşīf Sarsink,Masif Sarsink,37.0333,43.3333,Iraq
Dhobauli,Dhobauli,25.4008,86.1885,India
Bāuria,Bauria,22.4521,88.1853,India
Puerto Carreño,Puerto Carreno,6.1903,-67.4836,Colombia
Humacao,Humacao,18.1520,-65.8204,Puerto Rico
Attappampatti,Attappampatti,11.4820,78.0248,India
Eğirdir,Egirdir,37.8750,30.8506,Turkey
Havelock,Havelock,34.9078,-76.8987,United States
Yağlıdere,Yaglidere,40.8572,38.6325,Turkey
Young,Young,-32.7000,-57.6333,Uruguay
El Piñón,El Pinon,10.3333,-74.6667,Colombia
Nandigaon,Nandigaon,17.1190,78.2564,India
Bovisio Masciago,Bovisio Masciago,45.6167,9.1500,Italy
Djouab,Djouab,36.1333,3.4333,Algeria
San Miguel de Salcedo,San Miguel de Salcedo,-1.0500,-78.5833,Ecuador
Maardu,Maardu,59.4781,25.0161,Estonia
Chiva,Chiva,39.4714,-0.7197,Spain
Swift Current,Swift Current,50.2881,-107.7939,Canada
Campo do Brito,Campo do Brito,-10.7328,-37.4928,Brazil
Chestnuthill,Chestnuthill,40.9568,-75.4183,United States
Kadod,Kadod,21.2180,73.2200,India
Nuevo San Juan Parangaricutiro,Nuevo San Juan Parangaricutiro,19.4000,-102.1333,Mexico
Shahbā,Shahba,32.8542,36.6292,Syria
Königstein im Taunus,Konigstein im Taunus,50.1833,8.4667,Germany
Thandla,Thandla,23.0096,74.5775,India
Kushima,Kushima,31.4644,131.2283,Japan
Santa Lucía,Santa Lucia,-34.4525,-56.3964,Uruguay
Donna,Donna,26.1468,-98.0559,United States
New Port Richey,New Port Richey,28.2468,-82.7170,United States
Chinampa de Gorostiza,Chinampa de Gorostiza,21.3667,-97.7333,Mexico
Água Clara,Agua Clara,-20.4478,-52.8778,Brazil
Vimodrone,Vimodrone,45.5000,9.2667,Italy
Centerville,Centerville,40.9284,-111.8848,United States
Ribat Al Khayr,Ribat Al Khayr,33.8200,-4.4100,Morocco
Bytów,Bytow,54.1333,17.5000,Poland
Diksmuide,Diksmuide,51.0333,2.8650,Belgium
Arakkal,Arakkal,8.9480,76.8631,India
Yerbas Buenas,Yerbas Buenas,-35.7500,-71.5667,Chile
Preganziol,Preganziol,45.6000,12.2333,Italy
Plumstead,Plumstead,51.4900,0.0900,United Kingdom
Livinjipuram,Livinjipuram,8.1535,77.5719,India
Bürstadt,Burstadt,49.6333,8.4500,Germany
Sobrado de Paiva,Sobrado de Paiva,41.0667,-8.2500,Portugal
Leixlip,Leixlip,53.3643,-6.4881,Ireland
Boysun,Boysun,38.2000,67.2000,Uzbekistan
Dēra,Dera,8.3333,39.3167,Ethiopia
Tengampudūr,Tengampudur,8.1158,77.4579,India
Bek’ojī,Bek'oji,7.5833,39.3333,Ethiopia
Kings Park,Kings Park,40.8881,-73.2475,United States
Penzberg,Penzberg,47.7500,11.3833,Germany
Takhatgarh,Takhatgarh,25.3300,73.0000,India
Sendurai,Sendurai,10.3934,78.2517,India
Roche-à-Bateau,Roche-a-Bateau,18.1833,-74.0000,Haiti
Hīrna,Hirna,9.2167,41.1000,Ethiopia
Katsuura,Katsuura,35.1500,140.3167,Japan
Ponte de Sôr,Ponte de Sor,39.2500,-8.0167,Portugal
Băicoi,Baicoi,45.0453,25.8658,Romania
Holzkirchen,Holzkirchen,47.8833,11.7000,Germany
Bredbury,Bredbury,53.4200,-2.1130,United Kingdom
Chalāla,Chalala,21.4200,71.1700,India
Konodimini,Konodimini,13.3239,-6.4228,Mali
Kukës,Kukes,42.0833,20.4167,Albania
Iluppur,Iluppur,10.5137,78.6216,India
Fuying,Fuying,41.0302,117.7205,China
Fuyingzicun,Fuyingzicun,40.8754,117.6978,China
Dour,Dour,50.3979,3.7807,Belgium
Kodumudi,Kodumudi,11.0769,77.8876,India
Glanerbrug,Glanerbrug,52.2150,6.9742,Netherlands
Klippansbruk,Klippansbruk,56.1167,13.1500,Sweden
Vincennes,Vincennes,38.6759,-87.5102,United States
Aston,Aston,39.8719,-75.4349,United States
La Vista,La Vista,41.1816,-96.0664,United States
Cabeceiras de Basto,Cabeceiras de Basto,41.5333,-8.0167,Portugal
Novomichurinsk,Novomichurinsk,54.0500,39.7167,Russia
Pisticci,Pisticci,40.3833,16.5500,Italy
Firestone,Firestone,40.1565,-104.9494,United States
Richmond Hill,Richmond Hill,31.9012,-81.3125,United States
Povorino,Povorino,51.2000,42.2500,Russia
Saalfelden am Steinernen Meer,Saalfelden am Steinernen Meer,47.4269,12.8483,Austria
Kattiyeri,Kattiyeri,11.8764,75.8542,India
Gikongoro,Gikongoro,-2.4723,29.5815,Rwanda
Balighattam,Balighattam,17.6510,82.6059,India
Westchester,Westchester,41.8492,-87.8906,United States
Pôrto Acre,Porto Acre,-9.5878,-67.5328,Brazil
Gonegandla,Gonegandla,15.7167,77.6000,India
Ban Wang Nok Aen,Ban Wang Nok Aen,16.8333,100.4833,Thailand
Verdun,Verdun,49.1620,5.3876,France
Pazhayannūr,Pazhayannur,10.6661,76.4252,India
Pochëp,Pochep,52.9333,33.4500,Russia
Piriyāpatna,Piriyapatna,12.3365,76.0792,India
Jilotepec,Jilotepec,19.6097,-96.9511,Mexico
East Greenbush,East Greenbush,42.6122,-73.6969,United States
Jalpa de Méndez,Jalpa de Mendez,18.1764,-93.0631,Mexico
Saran,Saran,47.9514,1.8747,France
Nässjö,Nassjo,57.6500,14.6833,Sweden
Rotselaar,Rotselaar,50.9500,4.7167,Belgium
Erumād,Erumad,11.5681,76.2608,India
Harborcreek,Harborcreek,42.1498,-79.9501,United States
São Vicente Férrer,Sao Vicente Ferrer,-7.5908,-35.4908,Brazil
Hāvi Bhauār,Havi Bhauar,26.1091,86.1059,India
Holly Springs,Holly Springs,34.1681,-84.4847,United States
La Cruz,La Cruz,1.6047,-76.9742,Colombia
Zafra,Zafra,38.4167,-6.4167,Spain
Murraysville,Murraysville,34.2919,-77.8429,United States
Deoria,Deoria,26.1791,85.0234,India
Ocho Rios,Ocho Rios,18.4167,-77.1167,Jamaica
Néa Mákri,Nea Makri,38.0833,23.9833,Greece
Châteaurenard,Chateaurenard,43.8833,4.8553,France
Wellington,Wellington,50.9755,-3.2243,United Kingdom
Ferndale,Ferndale,39.1869,-76.6331,United States
Phrae,Phrae,18.1453,100.1419,Thailand
Kundal,Kundal,25.7620,86.2081,India
Campagna,Campagna,40.6667,15.1000,Italy
Murehwa,Murehwa,-17.6500,31.7833,Zimbabwe
São Caetano de Odivelas,Sao Caetano de Odivelas,-0.7500,-48.0333,Brazil
Zequ,Zequ,35.0376,101.4606,China
Banstead,Banstead,51.3220,-0.2040,United Kingdom
Kumage,Kumage,34.0495,131.9690,Japan
Riemst,Riemst,50.8000,5.6000,Belgium
Przasnysz,Przasnysz,53.0167,20.8833,Poland
Podalakūr,Podalakur,14.3667,79.7333,India
Federación,Federacion,-30.9833,-57.9167,Argentina
Bassum,Bassum,52.8494,8.7267,Germany
Kruibeke,Kruibeke,51.1667,4.3000,Belgium
Hueytown,Hueytown,33.4239,-87.0220,United States
Kakkalapalle,Kakkalapalle,14.6415,77.5668,India
Madrid,Madrid,9.2619,125.9647,Philippines
Whickham,Whickham,54.9460,-1.6761,United Kingdom
Beaver Dam,Beaver Dam,43.4688,-88.8309,United States
Agourai,Agourai,33.6333,-5.5833,Morocco
Loxstedt,Loxstedt,53.4667,8.6500,Germany
Zveçan,Zvecan,42.9000,20.8333,Kosovo
Berber,Berber,18.0306,33.9933,Sudan
Grangemouth,Grangemouth,56.0120,-3.7170,United Kingdom
Arani,Arani,13.3346,80.0848,India
Sidi Ettiji,Sidi Ettiji,32.1717,-8.8686,Morocco
Bogatynia,Bogatynia,50.9069,14.9569,Poland
Tāwargeri,Tawargeri,15.7668,76.4037,India
Araçagi,Aracagi,-6.8528,-35.3808,Brazil
Ban Na Sai,Ban Na Sai,17.7334,98.9513,Thailand
Calera,Calera,33.1254,-86.7449,United States
Khirhar,Khirhar,26.5168,85.9618,India
Keynsham,Keynsham,51.4135,-2.4968,United Kingdom
Barangka,Barangka,14.6297,121.0803,Philippines
Itapiranga,Itapiranga,-27.1689,-53.7119,Brazil
Shiraoi,Shiraoi,42.5500,141.3500,Japan
Lake Mary,Lake Mary,28.7592,-81.3360,United States
Ittiva,Ittiva,8.8500,76.8833,India
Xiaolongtan,Xiaolongtan,23.7836,103.1563,China
Salitre,Salitre,-7.2839,-40.4606,Brazil
Glenmont,Glenmont,39.0698,-77.0467,United States
Millbrook,Millbrook,32.5027,-86.3737,United States
Mullānwāla,Mullanwala,31.0619,74.8228,India
Tadaoka-higashi,Tadaoka-higashi,34.4833,135.4000,Japan
Seeheim-Jugenheim,Seeheim-Jugenheim,49.7500,8.6500,Germany
Red Wing,Red Wing,44.5817,-92.6036,United States
Añisoc,Anisoc,1.8500,10.7667,Equatorial Guinea
Tantéga,Tantega,10.8500,1.0333,Benin
Tiahounkossi,Tiahounkossi,10.8167,1.0667,Benin
San Isidro,San Isidro,9.9737,-83.9861,Costa Rica
Medicina,Medicina,44.4833,11.6333,Italy
Epitacio Huerta,Epitacio Huerta,20.1348,-100.2934,Mexico
Cleckheaton,Cleckheaton,53.7250,-1.7190,United Kingdom
Pratteln,Pratteln,47.5167,7.7000,Switzerland
Micoud,Micoud,13.8190,-60.9000,Saint Lucia
Bull Run,Bull Run,38.7802,-77.5204,United States
Brod,Brod,45.1333,17.9833,Bosnia and Herzegovina
Douar Tabouda,Douar Tabouda,34.7167,-5.1333,Morocco
El Escorial,El Escorial,40.5817,-4.1258,Spain
La Algaba,La Algaba,37.4500,-6.0000,Spain
Valu lui Traian,Valu lui Traian,44.1650,28.4550,Romania
Itororó,Itororo,-15.1169,-40.0700,Brazil
Shpola,Shpola,48.9997,31.3922,Ukraine
Piquet Carneiro,Piquet Carneiro,-5.8000,-39.4167,Brazil
Ad Dīs,Ad Dis,14.8833,49.8667,Yemen
Bánovce nad Bebravou,Banovce nad Bebravou,48.7186,18.2581,Slovakia
Leopoldshöhe,Leopoldshohe,52.0167,8.6914,Germany
Wurzen,Wurzen,51.3667,12.7167,Germany
Bariārpur,Bariarpur,25.2920,86.5710,India
Clearlake,Clearlake,38.9589,-122.6330,United States
Mariestad,Mariestad,58.7000,13.8167,Sweden
Sedan,Sedan,49.7034,4.9388,France
Bargūr,Bargur,12.5429,78.3574,India
Poreč,Porec,45.2272,13.5958,Croatia
Zirara,Zirara,32.3500,-8.5333,Morocco
Ceadîr-Lunga,Ceadir-Lunga,46.0500,28.8333,Moldova
Noordwijkerhout,Noordwijkerhout,52.2667,4.5000,Netherlands
Shek Wai Kok,Shek Wai Kok,22.3753,114.1237,Hong Kong
Khaniādhāna,Khaniadhana,25.0298,78.1271,India
Ibipeba,Ibipeba,-11.6333,-42.0333,Brazil
Mangueirinha,Mangueirinha,-25.9500,-52.1500,Brazil
Marienberg,Marienberg,50.6333,13.1500,Germany
Reinheim,Reinheim,49.8269,8.8308,Germany
Lomas de Sargentillo,Lomas de Sargentillo,-1.8833,-80.0833,Ecuador
Getúlio Vargas,Getulio Vargas,-27.8900,-52.2278,Brazil
Morton,Morton,40.6135,-89.4669,United States
Kaatsheuvel,Kaatsheuvel,51.6667,5.0667,Netherlands
Macetown,Macetown,-44.8667,168.8333,New Zealand
Burbaliq,Burbaliq,40.3247,71.3692,Uzbekistan
Dilijan,Dilijan,40.7408,44.8631,Armenia
The Mumbles,The Mumbles,51.5730,-3.9992,United Kingdom
Pannaipuram,Pannaipuram,9.7908,77.1578,India
Tukums,Tukums,56.9667,23.1500,Latvia
Mauguio,Mauguio,43.6169,4.0083,France
Three Lakes,Three Lakes,25.6415,-80.4000,United States
Rio Linda,Rio Linda,38.6875,-121.4417,United States
Saint-Jean-de-la-Ruelle,Saint-Jean-de-la-Ruelle,47.9139,1.8745,France
San Juan Bautista,San Juan Bautista,-26.6333,-57.1667,Paraguay
Soumpi,Soumpi,15.8458,-4.3217,Mali
Wailuku,Wailuku,20.8834,-156.5059,United States
Bijni,Bijni,26.4959,90.7030,India
Xinyuan,Xinyuan,37.2953,99.0341,China
Puerto El Triunfo,Puerto El Triunfo,13.2833,-88.5500,El Salvador
Buritama,Buritama,-21.0667,-50.1475,Brazil
Cidreira,Cidreira,-30.1608,-50.2339,Brazil
N’Goussa,N'Goussa,32.1408,5.3083,Algeria
Country Club Hills,Country Club Hills,41.5636,-87.7251,United States
Łask,Lask,51.5903,19.1333,Poland
Īlkhchī,Ilkhchi,37.9373,45.9790,Iran
Īlkhechī,Ilkhechi,37.9378,45.9803,Iran
La Sierpe,La Sierpe,21.7606,-79.2433,Cuba
Mohan Eghu,Mohan Eghu,25.4002,86.1450,India
Ippy,Ippy,6.2500,21.2000,Central African Republic
San Giovanni Valdarno,San Giovanni Valdarno,43.5644,11.5328,Italy
Pembroke,Pembroke,45.8167,-77.1000,Canada
Heumen,Heumen,51.7833,5.8500,Netherlands
Barkot,Barkot,30.8200,78.2000,India
Warrington,Warrington,30.3835,-87.2946,United States
Pirque,Pirque,-33.6333,-70.5500,Chile
Eppelborn,Eppelborn,49.3833,6.9667,Germany
Lille,Lille,51.2333,4.8333,Belgium
Miyazu,Miyazu,35.5333,135.2000,Japan
Tongluo,Tongluo,24.4833,120.7833,Taiwan
Paragaticherla,Paragaticherla,16.2496,79.9679,India
Humble,Humble,29.9921,-95.2655,United States
Menomonie,Menomonie,44.8893,-91.9084,United States
Lakhipur,Lakhipur,26.2897,90.2281,India
Bhai Rupa,Bhai Rupa,30.4311,75.2206,India
Plácido de Castro,Placido de Castro,-10.2758,-67.1500,Brazil
Mensora,Mensora,34.8356,-4.9655,Morocco
Cabaceiras do Paraguaçu,Cabaceiras do Paraguacu,-12.5500,-39.1833,Brazil
Ina,Ina,9.9833,2.7167,Benin
Guaymate,Guaymate,18.5800,-68.9800,Dominican Republic
Slaný,Slany,50.2306,14.0869,Czechia
Seltso,Seltso,53.3678,34.0978,Russia
Itaquitinga,Itaquitinga,-7.6667,-35.1000,Brazil
Domchānch,Domchanch,24.4748,85.6921,India
Indiaroba,Indiaroba,-11.5189,-37.5119,Brazil
Coaraci,Coaraci,-14.6333,-39.5333,Brazil
Santa Maria das Barreiras,Santa Maria das Barreiras,-8.8550,-49.7219,Brazil
Ramón Santana,Ramon Santana,18.5500,-69.1833,Dominican Republic
Hønefoss,Honefoss,60.1667,10.3000,Norway
West Richland,West Richland,46.3115,-119.3999,United States
Middelfart,Middelfart,55.4986,9.7444,Denmark
Tichi,Tichi,36.6667,5.1667,Algeria
Sujina,Sujina,39.4833,67.7167,Tajikistan
Regenstauf,Regenstauf,49.1236,12.1283,Germany
Cattolica,Cattolica,43.9667,12.7333,Italy
Wentang,Wentang,23.9918,112.2868,China
Raunheim,Raunheim,50.0167,8.4500,Germany
Kade,Kade,6.0833,-0.8333,Ghana
Odumase,Odumase,7.3667,-2.3167,Ghana
Tamallalt,Tamallalt,31.8289,-7.5261,Morocco
Bogucice,Bogucice,50.2668,19.0397,Poland
Ada,Ada,34.7662,-96.6681,United States
Parali,Parali,10.8028,76.5585,India
Mangrauni,Mangrauni,26.3479,86.0719,India
Segbwema,Segbwema,8.0000,-10.9500,Sierra Leone
Batán,Batan,10.1041,-83.3529,Costa Rica
Marly-le-Roi,Marly-le-Roi,48.8675,2.0947,France
Vero Beach,Vero Beach,27.6463,-80.3930,United States
Ahmetli,Ahmetli,38.5183,27.9386,Turkey
Ledeberg,Ledeberg,51.0375,3.7425,Belgium
Liangyi,Liangyi,35.2698,106.0930,China
Ban Cho Ho,Ban Cho Ho,15.0311,102.1381,Thailand
Bayat,Bayat,40.6460,34.2610,Turkey
Rentachintala,Rentachintala,16.5525,79.5533,India
Thị Trấn Ngải Giao,Thi Tran Ngai Giao,10.6406,107.2478,Vietnam
Hövelhof,Hovelhof,51.8167,8.6500,Germany
Brackenheim,Brackenheim,49.0833,9.0667,Germany
Madison,Madison,40.7586,-74.4169,United States
Mapiri,Mapiri,-15.3097,-68.2161,Bolivia
Santa María Petapa,Santa Maria Petapa,16.8167,-95.1167,Mexico
San Estanislao,San Estanislao,10.4000,-75.1500,Colombia
